   3.8900000e+02	   3.4000000e+01	   2.6200000e+02	   1.0000000e+01	   9.2000000e+01	   9.7000000e+01	   1.4700000e+02	   8.4800000e+02	   8.4000000e+01	   3.9200000e+02	
   6.5000000e+02	   1.4000000e+02	   1.2000000e+02	   1.5000000e+01	   8.5000000e+01	   9.0000000e+01	   1.0500000e+02	   7.6000000e+02	   7.0000000e+01	   3.6500000e+02	
   5.6000000e+02	   1.0500000e+02	   3.7500000e+02	   4.5000000e+01	   9.0000000e+01	   9.0000000e+01	   9.5000000e+01	   7.4500000e+02	   6.0000000e+01	   2.3500000e+02	
   1.0000000e+01	   1.0000000e+01	   7.1000000e+02	   5.5000000e+01	   1.4500000e+02	   8.5000000e+01	   1.3000000e+02	   8.1500000e+02	   6.0000000e+01	   3.8000000e+02	
   6.5000000e+02	   1.4500000e+02	   1.1200000e+02	   1.5000000e+01	   8.5000000e+01	   9.0000000e+01	   1.0500000e+02	   7.6000000e+02	   4.0000000e+01	   4.7500000e+02	
   2.6000000e+02	   5.2000000e+01	   5.7600000e+02	   5.9000000e+01	   1.1600000e+02	   8.5000000e+01	   1.1700000e+02	   7.7500000e+02	   6.5000000e+01	   2.9500000e+02	
   6.1500000e+02	   1.2500000e+02	   9.5000000e+01	   0.0000000e+00	   1.1500000e+02	   9.0000000e+01	   8.5000000e+01	   7.6000000e+02	   4.0000000e+01	   4.7500000e+02	
   4.1300000e+02	   8.9000000e+01	   3.1800000e+02	   2.3000000e+01	   1.1200000e+02	   9.6000000e+01	   1.0200000e+02	   7.7400000e+02	   4.5000000e+01	   4.0900000e+02	
   6.5000000e+02	   1.4200000e+02	   1.2200000e+02	   2.2000000e+01	   7.6000000e+01	   9.4000000e+01	   1.0000000e+02	   7.6400000e+02	   9.6000000e+01	   3.3400000e+02	
   5.7800000e+02	   1.0600000e+02	   3.3800000e+02	   4.2000000e+01	   1.0600000e+02	   9.4000000e+01	   5.2000000e+01	   7.5200000e+02	   6.4000000e+01	   2.2800000e+02	
   2.4000000e+01	   8.0000000e+00	   5.9400000e+02	   7.2000000e+01	   1.5800000e+02	   9.2000000e+01	   1.2800000e+02	   8.4000000e+02	   8.6000000e+01	   3.9800000e+02	
   6.5200000e+02	   1.3300000e+02	   1.3400000e+02	   2.2000000e+01	   6.8000000e+01	   9.4000000e+01	   1.0200000e+02	   7.6200000e+02	   1.2200000e+02	   3.1000000e+02	
   4.3400000e+02	   7.7000000e+01	   4.3100000e+02	   6.0000000e+01	   1.1700000e+02	   8.8000000e+01	   1.0500000e+02	   7.7000000e+02	   7.3000000e+01	   2.2900000e+02	
   6.2700000e+02	   1.4800000e+02	   6.8000000e+01	   0.0000000e+00	   8.8000000e+01	   9.2000000e+01	   8.6000000e+01	   7.7000000e+02	   5.8000000e+01	   4.6300000e+02	
   4.3300000e+02	   8.6000000e+01	   2.9600000e+02	   2.1000000e+01	   1.2800000e+02	   1.0200000e+02	   9.4000000e+01	   7.9800000e+02	   5.8000000e+01	   3.7900000e+02	
